2021-03-13,13:20:04,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,13:20:05,-0.3587786259541985,0.030534351145038167,-0.019083969465648856,-0.1734619140625,-0.3040771484375,0.0443115234375
2021-03-13,13:20:06,-0.38167938931297707,0.03435114503816794,-0.04198473282442748,-0.173583984375,-0.300537109375,0.03857421875
2021-03-13,13:20:07,-0.38167938931297707,0.03435114503816794,-0.022900763358778626,-0.1781005859375,-0.30712890625,0.041015625
2021-03-13,13:20:08,-0.3893129770992366,0.04961832061068702,-0.03435114503816794,-0.1739501953125,-0.3035888671875,0.0389404296875
2021-03-13,13:20:09,-0.38167938931297707,0.03435114503816794,-0.019083969465648856,-0.169677734375,-0.3017578125,0.0382080078125
2021-03-13,13:20:10,-0.38167938931297707,0.030534351145038167,-0.04198473282442748,-0.177734375,-0.303466796875,0.03271484375
2021-03-13,13:20:11,-0.3931297709923664,0.026717557251908396,-0.011450381679389315,-0.176025390625,-0.30712890625,0.0433349609375
2021-03-13,13:44:20,-0.5,-0.019083969465648856,-0.019083969465648856,-0.1763916015625,-0.297119140625,0.0623779296875
2021-03-13,13:44:20,-0.48854961832061067,-0.05343511450381679,0.0,-0.1708984375,-0.2998046875,0.0589599609375
2021-03-13,13:44:21,-0.3740458015267175,0.03435114503816794,-0.03435114503816794,-0.17578125,-0.3072509765625,0.044677734375
2021-03-13,13:44:21,-0.36259541984732824,0.03053435114503817,-0.030534351145038167,-0.1746826171875,-0.3118896484375,0.040283203125
2021-03-13,13:44:22,-0.3702290076335878,0.030534351145038167,-0.026717557251908396,-0.1741943359375,-0.3046875,0.0433349609375
2021-03-13,13:44:22,-0.36259541984732824,0.04198473282442748,-0.022900763358778626,-0.1741943359375,-0.30322265625,0.0430908203125
2021-03-13,13:44:23,-0.38167938931297707,0.03816793893129771,-0.019083969465648852,-0.17529296875,-0.310546875,0.0404052734375
2021-03-13,13:44:23,-0.38167938931297707,0.03816793893129771,-0.019083969465648852,-0.17529296875,-0.310546875,0.0404052734375
2021-03-13,13:44:24,-0.38549618320610685,0.022900763358778626,-0.030534351145038167,-0.1749267578125,-0.3048095703125,0.041748046875
2021-03-13,13:44:24,-0.38549618320610685,0.022900763358778626,-0.030534351145038167,-0.1749267578125,-0.305908203125,0.041748046875
